GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Lang,org.apache.commons.lang3,Validate,0,817,0,114,0,144,0,111,0,54
Apache Commons Lang,org.apache.commons.lang3,Charsets,3,20,0,6,1,3,1,6,1,3
Apache Commons Lang,org.apache.commons.lang3,ArrayUtils,44,8206,54,1276,23,1850,64,995,10,384
Apache Commons Lang,org.apache.commons.lang3,ClassUtils.Interfaces,0,15,0,0,0,3,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3,Streams.FailableStream,38,56,1,1,9,19,5,8,4,8
Apache Commons Lang,org.apache.commons.lang3,CharEncoding,0,32,0,2,0,13,0,4,0,3
Apache Commons Lang,org.apache.commons.lang3,Range.ComparableComparator,0,14,0,0,0,3,0,2,0,2
Apache Commons Lang,org.apache.commons.lang3,ArraySorter,3,55,1,17,2,27,2,17,1,9
Apache Commons Lang,org.apache.commons.lang3,Streams.ArrayCollector,6,28,0,0,2,9,1,8,1,8
Apache Commons Lang,org.apache.commons.lang3,StringEscapeUtils.CsvUnescaper,0,93,1,7,0,13,1,6,0,3
Apache Commons Lang,org.apache.commons.lang3,SerializationException,0,16,0,0,0,8,0,4,0,4
Apache Commons Lang,org.apache.commons.lang3,CharSequenceUtils,11,483,8,114,3,121,8,62,0,9
Apache Commons Lang,org.apache.commons.lang3,ObjectUtils.Null,0,5,0,0,0,3,0,2,0,2
Apache Commons Lang,org.apache.commons.lang3,StringEscapeUtils,0,1091,0,0,0,67,0,18,0,18
Apache Commons Lang,org.apache.commons.lang3,CharSetUtils,0,233,1,47,0,56,1,31,0,8
Apache Commons Lang,org.apache.commons.lang3,ThreadUtils,15,297,8,22,3,60,10,36,2,29
Apache Commons Lang,org.apache.commons.lang3,SystemUtils,12,495,14,32,3,151,15,29,1,20
Apache Commons Lang,org.apache.commons.lang3,ClassPathUtils,0,86,0,0,0,16,0,7,0,7
Apache Commons Lang,org.apache.commons.lang3,ClassUtils.new Iterator() {...},4,90,1,9,1,17,2,8,1,4
Apache Commons Lang,org.apache.commons.lang3,ClassUtils.new Iterator() {...},4,26,0,2,1,5,1,4,1,3
Apache Commons Lang,org.apache.commons.lang3.reflect,TypeUtils,638,1833,144,292,110,388,113,167,6,56
Apache Commons Lang,org.apache.commons.lang3.reflect,TypeUtils.WildcardTypeBuilder,0,19,0,0,0,5,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.reflect,TypeUtils.GenericArrayTypeImpl,17,20,4,2,3,6,4,4,1,4
Apache Commons Lang,org.apache.commons.lang3.reflect,MemberUtils.Executable,0,38,0,0,0,12,0,6,0,6
Apache Commons Lang,org.apache.commons.lang3.reflect,TypeUtils.ParameterizedTypeImpl,30,46,2,4,7,10,3,7,1,6
Apache Commons Lang,org.apache.commons.lang3.reflect,TypeLiteral,13,68,2,2,4,12,4,4,2,4
Apache Commons Lang,org.apache.commons.lang3.reflect,TypeUtils.WildcardTypeImpl,20,43,2,4,5,8,3,6,1,5
Apache Commons Lang,org.apache.commons.lang3.reflect,MemberUtils,27,418,10,74,7,76,11,47,1,15
Apache Commons Lang,org.apache.commons.lang3.reflect,FieldUtils,42,580,11,35,13,122,9,50,2,34
Apache Commons Lang,org.apache.commons.lang3.reflect,ConstructorUtils,16,172,4,20,4,45,5,16,1,8
Apache Commons Lang,org.apache.commons.lang3.reflect,InheritanceUtils,0,42,0,10,0,12,0,7,0,2
Apache Commons Lang,org.apache.commons.lang3.reflect,MethodUtils,30,1118,16,126,11,235,15,98,0,42
Apache Commons Lang,org.apache.commons.lang3.event,EventUtils,0,74,0,0,0,12,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.event,EventListenerSupport,0,184,1,5,0,48,1,17,0,15
Apache Commons Lang,org.apache.commons.lang3.event,EventUtils.EventBindingInvocationHandler,0,58,0,8,0,11,0,7,0,3
Apache Commons Lang,org.apache.commons.lang3.event,EventListenerSupport.ProxyInvocationHandler,0,45,0,2,0,14,0,5,0,4
Apache Commons Lang,org.apache.commons.lang3.tuple,MutableTriple,0,60,0,0,0,20,0,12,0,12
Apache Commons Lang,org.apache.commons.lang3.tuple,ImmutableTriple,0,70,1,7,0,14,1,12,0,9
Apache Commons Lang,org.apache.commons.lang3.tuple,Triple,0,128,0,10,0,20,0,15,0,10
Apache Commons Lang,org.apache.commons.lang3.tuple,ImmutablePair,1,72,1,5,0,16,1,14,0,12
Apache Commons Lang,org.apache.commons.lang3.tuple,Pair,0,124,0,8,0,24,0,19,0,15
Apache Commons Lang,org.apache.commons.lang3.tuple,MutablePair,4,69,1,1,2,23,1,12,0,12
Apache Commons Lang,org.apache.commons.lang3.stream,Streams,10,108,2,10,3,19,4,23,2,19
Apache Commons Lang,org.apache.commons.lang3.stream,Streams.FailableStream,38,56,1,1,9,19,5,8,4,8
Apache Commons Lang,org.apache.commons.lang3.stream,LangCollectors,0,58,0,0,0,6,0,8,0,8
Apache Commons Lang,org.apache.commons.lang3.stream,Streams.ArrayCollector,6,31,0,0,2,9,1,8,1,8
Apache Commons Lang,org.apache.commons.lang3.stream,Streams.EnumerationSpliterator,12,28,4,2,1,8,3,4,1,3
Apache Commons Lang,org.apache.commons.lang3.stream,IntStreams,3,8,0,0,2,2,1,2,1,2
Apache Commons Lang,org.apache.commons.lang3.stream,LangCollectors.SimpleCollector,0,33,0,0,0,12,0,6,0,6
Apache Commons Lang,org.apache.commons.lang3.exception,ContextedRuntimeException,0,97,0,2,0,28,0,15,0,14
Apache Commons Lang,org.apache.commons.lang3.exception,UncheckedInterruptedException,0,4,0,0,0,2,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3.exception,CloneFailedException,0,13,0,0,0,6,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.exception,UncheckedException,0,4,0,0,0,2,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3.exception,ExceptionUtils,29,688,5,105,10,156,7,92,4,40
Apache Commons Lang,org.apache.commons.lang3.exception,UncheckedIllegalAccessException,0,4,0,0,0,2,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3.exception,UncheckedReflectiveOperationException,0,4,0,0,0,2,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3.exception,ContextedException,0,97,0,2,0,28,0,15,0,14
Apache Commons Lang,org.apache.commons.lang3.exception,DefaultExceptionContext,0,180,0,8,0,37,0,16,0,12
Apache Commons Lang,org.apache.commons.lang3.function,Suppliers,3,14,0,2,2,3,1,5,1,4
Apache Commons Lang,org.apache.commons.lang3.function,FailableDoubleUnaryOperator,14,23,0,0,0,7,3,6,3,6
Apache Commons Lang,org.apache.commons.lang3.function,FailableIntFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,FailableObjLongConsumer,0,6,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,FailableBiConsumer,5,17,0,0,2,5,0,5,0,5
Apache Commons Lang,org.apache.commons.lang3.function,FailableIntConsumer,4,16,0,0,2,5,0,5,0,5
Apache Commons Lang,org.apache.commons.lang3.function,FailableToIntBiFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,TriConsumer,0,18,0,0,0,5,0,2,0,2
Apache Commons Lang,org.apache.commons.lang3.function,Failable,40,276,4,8,15,64,4,54,1,51
Apache Commons Lang,org.apache.commons.lang3.function,FailableToLongBiFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,FailableObjDoubleConsumer,0,6,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,TriFunction,0,15,0,0,0,2,0,2,0,2
Apache Commons Lang,org.apache.commons.lang3.function,FailableLongToIntFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,FailableDoublePredicate,0,62,0,10,0,9,0,16,0,11
Apache Commons Lang,org.apache.commons.lang3.function,FailableLongPredicate,0,62,0,10,0,9,0,16,0,11
Apache Commons Lang,org.apache.commons.lang3.function,FailableSupplier,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,FailableIntToDoubleFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,FailableConsumer,4,19,0,0,2,5,0,4,0,4
Apache Commons Lang,org.apache.commons.lang3.function,FailableBiFunction,0,21,0,0,0,4,0,5,0,5
Apache Commons Lang,org.apache.commons.lang3.function,FailableObjIntConsumer,0,6,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,FailableFunction,8,31,0,0,0,8,2,8,2,8
Apache Commons Lang,org.apache.commons.lang3.function,FailableDoubleFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,FailableLongUnaryOperator,14,23,0,0,0,7,3,6,3,6
Apache Commons Lang,org.apache.commons.lang3.function,FailableDoubleConsumer,4,16,0,0,2,5,0,5,0,5
Apache Commons Lang,org.apache.commons.lang3.function,FailableIntPredicate,0,62,0,10,0,9,0,16,0,11
Apache Commons Lang,org.apache.commons.lang3.function,FailableDoubleToIntFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,FailableToIntFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,BooleanConsumer,1,19,0,0,0,7,1,4,1,4
Apache Commons Lang,org.apache.commons.lang3.function,Consumers,0,15,0,2,0,5,0,4,0,3
Apache Commons Lang,org.apache.commons.lang3.function,FailableToDoubleBiFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,FailableLongToDoubleFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,Functions,0,10,0,2,0,2,0,3,0,2
Apache Commons Lang,org.apache.commons.lang3.function,FailableToLongFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,MethodInvokers,6,61,0,0,2,12,0,12,0,12
Apache Commons Lang,org.apache.commons.lang3.function,FailableIntUnaryOperator,14,23,0,0,0,7,3,6,3,6
Apache Commons Lang,org.apache.commons.lang3.function,FailableDoubleToLongFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,FailablePredicate,0,62,0,10,0,9,0,16,0,11
Apache Commons Lang,org.apache.commons.lang3.function,FailableLongFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,FailableLongConsumer,4,16,0,0,2,5,0,5,0,5
Apache Commons Lang,org.apache.commons.lang3.function,FailableBiPredicate,0,67,0,10,0,9,0,16,0,11
Apache Commons Lang,org.apache.commons.lang3.function,FailableToDoubleFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.function,FailableIntToLongFunction,0,7,0,0,0,2,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.arch,Processor.Arch,0,35,0,0,0,8,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.arch,Processor.Type,0,56,0,0,0,11,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.arch,Processor,2,88,2,12,0,16,2,16,0,11
Apache Commons Lang,org.apache.commons.lang3.time,StopWatch.SplitState,0,15,0,0,0,2,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3.time,StopWatch.State.new StopWatch.State() {...},0,12,0,0,0,4,0,4,0,4
Apache Commons Lang,org.apache.commons.lang3.time,StopWatch.State.new StopWatch.State() {...},0,12,0,0,0,4,0,4,0,4
Apache Commons Lang,org.apache.commons.lang3.time,StopWatch.State.new StopWatch.State() {...},0,12,0,0,0,4,0,4,0,4
Apache Commons Lang,org.apache.commons.lang3.time,StopWatch.State.new StopWatch.State() {...},0,12,0,0,0,4,0,4,0,4
Apache Commons Lang,org.apache.commons.lang3.time,CalendarUtils,2,123,1,1,1,27,1,20,0,20
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.ISO8601TimeZoneStrategy,0,41,0,4,0,13,0,7,0,4
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.TwentyFourHourField,6,28,0,2,2,9,1,4,1,3
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.TwoDigitYearField,0,25,0,0,0,8,0,5,0,5
Apache Commons Lang,org.apache.commons.lang3.time,TimeZones,0,9,0,0,0,2,0,2,0,2
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},0,13,0,2,0,2,0,3,0,2
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},0,8,0,0,0,2,0,2,0,2
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.TimeZoneDisplayKey,4,66,4,8,2,14,4,5,0,3
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},0,13,0,2,0,2,0,3,0,2
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},0,11,0,2,0,2,0,3,0,2
Apache Commons Lang,org.apache.commons.lang3.time,DurationUtils,9,106,3,13,3,25,4,22,1,14
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},0,11,0,2,0,2,0,3,0,2
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter,48,996,7,133,9,231,9,107,2,31
Apache Commons Lang,org.apache.commons.lang3.time,DurationFormatUtils.Token,9,108,3,13,2,25,3,15,0,10
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.UnpaddedNumberField,0,39,0,4,0,12,0,6,0,4
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.StrategyAndWidth,17,37,0,6,1,9,1,5,1,2
Apache Commons Lang,org.apache.commons.lang3.time,FastDateFormat.new AbstractFormatCache() {...},0,10,0,0,0,2,0,2,0,2
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.WeekYear,6,17,0,0,2,6,1,3,1,3
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.PaddedNumberField,4,29,1,1,1,10,1,4,0,4
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.StringLiteral,0,16,0,0,0,6,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.TwelveHourField,6,28,0,2,2,9,1,4,1,3
Apache Commons Lang,org.apache.commons.lang3.time,FastDateFormat,23,275,0,2,4,45,4,39,4,38
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.TimeZoneNameRule,0,54,0,2,0,11,0,4,0,3
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.PatternStrategy,16,50,0,2,1,13,1,6,1,5
Apache Commons Lang,org.apache.commons.lang3.time,AbstractFormatCache.ArrayKey,6,45,3,3,3,14,3,4,0,4
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.CharacterLiteral,0,14,0,0,0,6,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.time,DateFormatUtils,11,162,1,1,1,44,2,18,1,18
Apache Commons Lang,org.apache.commons.lang3.time,DurationFormatUtils,16,1038,12,175,3,251,10,100,0,12
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.StrategyParser,0,166,0,24,0,31,0,16,0,4
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.TimeZoneNumberRule,0,67,0,4,0,18,0,6,0,4
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.TextField,0,43,0,4,0,13,0,5,0,3
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.TwoDigitNumberField,0,28,0,2,0,10,0,5,0,4
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.TimeZoneStrategy.TzInfo,17,14,0,2,1,4,1,2,1,1
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser,61,628,4,70,4,130,6,68,2,25
Apache Commons Lang,org.apache.commons.lang3.time,DateUtils.ModifyType,0,21,0,0,0,4,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3.time,DateUtils,44,1263,14,138,10,244,16,126,4,57
Apache Commons Lang,org.apache.commons.lang3.time,GmtTimeZone,18,145,5,11,2,26,3,16,0,11
Apache Commons Lang,org.apache.commons.lang3.time,DateUtils.DateIterator,0,44,0,2,0,11,0,5,0,4
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.DayInWeekField,6,27,0,2,2,7,1,4,1,3
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.CopyQuotedStrategy,12,55,0,6,1,14,1,6,1,3
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.Strategy,2,0,0,0,1,0,1,0,1,0
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.NumberStrategy,12,87,1,13,1,27,2,10,1,4
Apache Commons Lang,org.apache.commons.lang3.time,FastTimeZone,0,86,0,18,0,19,0,15,0,6
Apache Commons Lang,org.apache.commons.lang3.time,AbstractFormatCache,13,163,0,4,2,24,0,13,0,11
Apache Commons Lang,org.apache.commons.lang3.time,StopWatch.State,0,27,0,0,0,5,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.TwoDigitMonthField,0,23,0,0,0,8,0,5,0,5
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.Iso8601_Rule,0,99,0,12,0,29,0,12,0,5
Apache Commons Lang,org.apache.commons.lang3.time,StopWatch,10,333,2,34,2,83,2,47,0,31
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.CaseInsensitiveTextStrategy,27,80,1,5,1,17,2,4,1,2
Apache Commons Lang,org.apache.commons.lang3.time,FastDateParser.TimeZoneStrategy,35,205,2,21,2,46,3,13,1,3
Apache Commons Lang,org.apache.commons.lang3.time,FastDatePrinter.UnpaddedMonthField,3,31,1,1,1,9,1,5,0,5
Apache Commons Lang,org.apache.commons.lang3.text,StrLookup.MapStrLookup,0,18,0,2,0,6,0,3,0,2
Apache Commons Lang,org.apache.commons.lang3.text,StrSubstitutor,15,972,7,91,7,251,7,98,0,56
Apache Commons Lang,org.apache.commons.lang3.text,FormattableUtils,12,113,1,15,3,14,3,11,2,4
Apache Commons Lang,org.apache.commons.lang3.text,StrMatcher.TrimMatcher,0,12,0,2,0,3,0,3,0,2
Apache Commons Lang,org.apache.commons.lang3.text,StrMatcher.CharMatcher,0,16,0,2,0,4,0,3,0,2
Apache Commons Lang,org.apache.commons.lang3.text,StrBuilder.StrBuilderWriter,0,43,0,0,0,14,0,8,0,8
Apache Commons Lang,org.apache.commons.lang3.text,ExtendedMessageFormat,142,608,31,74,24,152,32,45,5,17
Apache Commons Lang,org.apache.commons.lang3.text,StrMatcher,0,133,0,10,0,35,0,21,0,16
Apache Commons Lang,org.apache.commons.lang3.text,StrTokenizer,51,881,2,86,19,225,8,101,6,59
Apache Commons Lang,org.apache.commons.lang3.text,StrBuilder,77,3286,22,442,18,698,24,362,2,152
Apache Commons Lang,org.apache.commons.lang3.text,CompositeFormat,0,34,0,0,0,9,0,6,0,6
Apache Commons Lang,org.apache.commons.lang3.text,StrMatcher.CharSetMatcher,0,20,0,2,0,4,0,3,0,2
Apache Commons Lang,org.apache.commons.lang3.text,StrBuilder.StrBuilderReader,0,147,1,23,0,29,1,20,0,9
Apache Commons Lang,org.apache.commons.lang3.text,StrLookup.SystemPropertiesStrLookup,0,3,0,0,0,1,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3.text,StrMatcher.NoMatcher,0,5,0,0,0,3,0,2,0,2
Apache Commons Lang,org.apache.commons.lang3.text,WordUtils,0,516,4,88,0,125,4,57,0,15
Apache Commons Lang,org.apache.commons.lang3.text,StrMatcher.StringMatcher,14,40,0,6,1,10,1,5,1,2
Apache Commons Lang,org.apache.commons.lang3.text,StrLookup,0,23,0,0,0,7,0,5,0,5
Apache Commons Lang,org.apache.commons.lang3.text,StrBuilder.StrBuilderTokenizer,8,27,2,2,2,7,2,3,0,3
Apache Commons Lang,org.apache.commons.lang3.text.translate,UnicodeUnescaper,0,119,2,14,0,18,2,8,0,2
Apache Commons Lang,org.apache.commons.lang3.text.translate,AggregateTranslator,0,37,0,4,0,8,0,4,0,2
Apache Commons Lang,org.apache.commons.lang3.text.translate,CharSequenceTranslator,6,182,2,14,2,33,2,12,0,6
Apache Commons Lang,org.apache.commons.lang3.text.translate,JavaUnicodeEscaper,15,35,0,0,3,5,3,3,3,3
Apache Commons Lang,org.apache.commons.lang3.text.translate,CodePointTranslator,0,18,0,2,0,5,0,3,0,2
Apache Commons Lang,org.apache.commons.lang3.text.translate,UnicodeEscaper,16,105,0,12,3,22,2,12,2,6
Apache Commons Lang,org.apache.commons.lang3.text.translate,UnicodeUnpairedSurrogateRemover,0,13,0,4,0,3,0,4,0,2
Apache Commons Lang,org.apache.commons.lang3.text.translate,NumericEntityUnescaper.OPTION,0,21,0,0,0,4,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3.text.translate,OctalUnescaper,1,115,4,20,0,18,4,12,0,4
Apache Commons Lang,org.apache.commons.lang3.text.translate,LookupTranslator,0,132,1,15,0,28,1,9,0,2
Apache Commons Lang,org.apache.commons.lang3.text.translate,NumericEntityEscaper,0,76,0,10,0,20,0,12,0,7
Apache Commons Lang,org.apache.commons.lang3.text.translate,EntityArrays,0,3463,0,2,0,27,0,14,0,13
Apache Commons Lang,org.apache.commons.lang3.text.translate,NumericEntityUnescaper,0,202,5,45,0,41,5,23,0,3
Apache Commons Lang,org.apache.commons.lang3.compare,ComparableUtils,0,76,0,4,0,9,0,17,0,15
Apache Commons Lang,org.apache.commons.lang3.compare,ComparableUtils.ComparableCheckBuilder,0,103,0,26,0,12,0,23,0,10
Apache Commons Lang,org.apache.commons.lang3.compare,ObjectToStringComparator,0,46,0,16,0,18,0,11,0,3
Apache Commons Lang,org.apache.commons.lang3.util,FluentBitSet,0,320,0,10,0,77,0,49,0,44
Apache Commons Lang,org.apache.commons.lang3.math,IEEE754rUtils,2,217,2,30,0,50,2,27,0,13
Apache Commons Lang,org.apache.commons.lang3.math,NumberUtils,27,1768,26,382,6,429,23,250,0,68
Apache Commons Lang,org.apache.commons.lang3.math,Fraction,32,1230,16,168,6,247,14,113,0,35
Apache Commons Lang,org.apache.commons.lang3.concurrent,BackgroundInitializer.InitializationTask,0,21,0,2,0,6,0,3,0,2
Apache Commons Lang,org.apache.commons.lang3.concurrent,BasicThreadFactory.Builder,0,65,0,0,0,21,0,8,0,8
Apache Commons Lang,org.apache.commons.lang3.concurrent,TimedSemaphore,0,205,0,22,0,59,0,30,0,19
Apache Commons Lang,org.apache.commons.lang3.concurrent,ConcurrentUtils.ConstantFuture,0,18,0,0,0,8,0,6,0,6
Apache Commons Lang,org.apache.commons.lang3.concurrent,CallableBackgroundInitializer,5,28,0,0,1,11,1,4,1,4
Apache Commons Lang,org.apache.commons.lang3.concurrent,AtomicSafeInitializer.Builder,0,12,0,0,0,3,0,2,0,2
Apache Commons Lang,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker.StateStrategyClosed,0,16,0,2,0,3,0,4,0,3
